node_id,node_name,features
468,Node_468,"[0.4957170100782755, 0.31325074048882195, 0.7536661379095813, 0.22006625478469177, 0.38853114800604205, 0.8657272371067937, 0.7244223402693151, 0.40381100524749924]"
469,Node_469,"[0.2147445024083574, 0.3559683908322365, 0.284104149227433, 0.17608928794385392, 0.7433329135656567, 0.2520698868501715, 0.4541674701677638, 0.38585944683610907]"
470,Node_470,"[0.9820773786356308, 0.3910922441482205, 0.0799824827967548, 0.08982575257208403, 0.5907537213530648, 0.5993635517382656, 0.41875899048265497, 0.4318436923120297]"
471,Node_471,"[0.05393258284087121, 0.5165465103892622, 0.5047394753803517, 0.14954931855694453, 0.10383938611092758, 0.12357249059949049, 0.10102824649125852, 0.6097081955367598]"
472,Node_472,"[0.19648265240291862, 0.25143015218746345, 0.17357214415143973, 0.9578353044485031, 0.8546174631518354, 0.23049483735152088, 0.327566293922126, 0.20989284230499716]"
473,Node_473,"[0.49187595946082374, 0.019610532474253595, 0.6713680088967957, 0.5231581498176416, 0.8986389283011033, 0.16439268432841414, 0.8041092460611317, 0.7919610144667157]"
474,Node_474,"[0.12718118921688693, 0.3985592241441276, 0.1701526411445169, 0.2547205004575489, 0.26324617483054435, 0.5562363940257727, 0.4114109317604655, 0.9477328040063053]"
475,Node_475,"[0.12637014194700513, 0.9736921348501988, 0.23063864021426395, 0.7728739363818531, 0.3389699261728214, 0.1430813954173139, 0.8578891852462399, 0.3088608992364632]"
476,Node_476,"[0.6588554042268422, 0.5664436850866266, 0.4717563093908743, 0.4958194726485391, 0.7322379140922876, 0.08777291412344057, 0.6681806619579052, 0.8958121013985787]"
477,Node_477,"[0.05778819701986415, 0.14065333923366674, 0.7166319367020314, 0.43728164824461757, 0.40354862081368836, 0.13696663454423585, 0.5067700407177881, 0.12654531119637724]"
478,Node_478,"[0.4766204563105404, 0.7636152989616567, 0.2582643578871635, 0.4807861681797273, 0.9920159693968357, 0.6866504233540373, 0.8413567713051986, 0.41484760656054576]"
479,Node_479,"[0.7678609231258553, 0.040509172941321836, 0.12291118254224498, 0.20307059292006213, 0.40195192461521956, 0.8457448783257632, 0.3462660507879305, 0.6546211935154629]"
480,Node_480,"[0.7093142948034834, 0.5861823540883414, 0.3572419681701362, 0.5770533417135443, 0.3422655927897462, 0.08387373855201208, 0.9928039781860144, 0.1271824536325109]"
481,Node_481,"[0.07234838383605735, 0.8785307492071559, 0.3018346608928951, 0.6502969740735076, 0.32900572966223285, 0.39145427079447115, 0.2621129720167965, 0.3430440057930102]"
482,Node_482,"[0.4107004005865431, 0.7204160690923429, 0.5115361942347918, 0.9435652171569769, 0.04188039383877551, 0.5030683226320282, 0.5842247888317181, 0.9201969860742739]"
483,Node_483,"[0.049158523621427586, 0.573499584935216, 0.853629928527957, 0.24192772811923657, 0.8762923485239374, 0.019043409274291823, 0.7324546291337297, 0.933113221168653]"
484,Node_484,"[0.6571976616400622, 0.43902924398044796, 0.04488101647271803, 0.9201138133226288, 0.4702962226915748, 0.02899674433594801, 0.6898210713287619, 0.4818372535762582]"
485,Node_485,"[0.12434531744241073, 0.21427180931025958, 0.06449068045584627, 0.5742935397085736, 0.6220294792520092, 0.5057422983554444, 0.8171021330026149, 0.8610088213080136]"
486,Node_486,"[0.6156243966831266, 0.012756479707430546, 0.6952296557477357, 0.4179992169203516, 0.565557483226387, 0.6490806020188844, 0.35023661432707676, 0.9170985051717943]"
487,Node_487,"[0.1339748667497812, 0.6715118072810374, 0.004359579956580428, 0.9246511054051808, 0.1125041332380915, 0.09488423014757463, 0.33300763305224423, 0.3735662860390806]"
488,Node_488,"[0.21430007232287862, 0.5851216609271247, 0.4429140980419636, 0.03417558904108742, 0.31965206225530063, 0.8104329135731705, 0.6897015348618686, 0.7248708535798805]"
489,Node_489,"[0.6981169240835235, 0.3109730213830333, 0.09966392207677588, 0.272467184033096, 0.8317853001851593, 0.9804707977830711, 0.49384701474156134, 0.00970035492304222]"
490,Node_490,"[0.14004481213422904, 0.32208057531626577, 0.5785853485929497, 0.07509364580531397, 0.9433572987098816, 0.3650836732844007, 0.912584217924823, 0.7805218027570218]"
491,Node_491,"[0.7554372725155811, 0.606719579782232, 0.6267838170518446, 0.6380032352162481, 0.6287213870255821, 0.5537282313983612, 0.9864140184828889, 0.7322905674256961]"
492,Node_492,"[0.7769463883925212, 0.8724628150836742, 0.21563976272584917, 0.08380415909506078, 0.48289443659859865, 0.5140806956192732, 0.8291817799499177, 0.4437835792823357]"
493,Node_493,"[0.5708530255443127, 0.5270709385134583, 0.03820278375739106, 0.615214896596914, 0.8280432857742522, 0.15750054807580383, 0.5943317339265958, 0.5936105444464144]"
494,Node_494,"[0.16418496405635874, 0.12346357373073602, 0.9800519429764848, 0.39371916965303755, 0.22742172872352928, 0.17132454445437495, 0.6676017135832351, 0.6094452973272788]"
495,Node_495,"[0.6435521229874175, 0.08800602751145226, 0.893534583498437, 0.3892663968090483, 0.31336940643035793, 0.4623614472477392, 0.39006606574762825, 0.8635770031391459]"
496,Node_496,"[0.9292609751978921, 0.3034532164496062, 0.8639358074599548, 0.7815231295330671, 0.9308076723447618, 0.24575031218588783, 0.5769591501209791, 0.27454458474044463]"
497,Node_497,"[0.8240944904843742, 0.005324190571064258, 0.5648191628863961, 0.339203431271918, 0.32268370707782024, 0.644906323864917, 0.8514844493139939, 0.6091953913933262]"
498,Node_498,"[0.8531729786467225, 0.26459711188102997, 0.5195018547649811, 0.450536539067076, 0.011644899503096218, 0.5568121431407401, 0.6615243241461749, 0.5919144044190701]"
499,Node_499,"[0.7362798987834215, 0.5713395284530771, 0.06675025485075692, 0.11644552408471143, 0.5964745775439524, 0.2749791919736402, 0.07964512903476584, 0.42960274344854676]"
500,Node_500,"[0.5543225980836554, 0.32874598834960655, 0.720433702225778, 0.6437706081012446, 0.33281836109167195, 0.7548725289085606, 0.6486950425330354, 0.6374453787179021]"
501,Node_501,"[0.553427700787068, 0.011389668088552796, 0.6965071834768891, 0.3760417911091565, 0.9426097101586556, 0.8179847710772054, 0.5876944695313122, 0.25218198181926943]"
502,Node_502,"[0.20371739327766658, 0.3403848376775491, 0.4765679435800185, 0.2960655100389471, 0.5149294953924828, 0.16537042551318593, 0.9777128128254999, 0.10792455496499387]"
503,Node_503,"[0.9319441396543721, 0.9135780114026949, 0.525360481819498, 0.7249102718360844, 0.4360482979725878, 0.6300345775424382, 0.3405759374211187, 0.30115901978544535]"
504,Node_504,"[0.5782297861695137, 0.49812967418398035, 0.5795363691499811, 0.286660581287023, 0.36695783181699526, 0.08389796062890931, 0.05227637227220572, 0.25345712967301626]"
505,Node_505,"[0.07424685933054576, 0.1037747086347407, 0.8129284053939371, 0.0388736970166893, 0.6589427939347428, 0.2725577488154005, 0.8715456807081264, 0.48499228457749954]"
506,Node_506,"[0.30557645932782573, 0.5176389356894345, 0.3819580190452688, 0.5643010646698302, 0.11453286832634824, 0.9969905028125511, 0.42555587769671754, 0.34823063970736867]"
507,Node_507,"[0.7102098483162649, 0.3638994064953325, 0.8332743050287577, 0.45427072436042526, 0.7195584132654349, 0.10745321644188655, 0.8461191855551118, 0.7357179867781098]"
508,Node_508,"[0.21171677846196568, 0.14528600974578665, 0.3162923487256244, 0.9760705860319043, 0.25683157456705863, 0.4561272089466333, 0.030020225717336313, 0.39722752956623253]"
509,Node_509,"[0.5713200154331027, 0.9531246125079651, 0.5167360449400644, 0.8191073261776878, 0.5471276425689006, 0.0407850134355181, 0.31500827518977403, 0.5755495078311033]"
510,Node_510,"[0.9505939659311243, 0.8591303597512333, 0.22835561417884764, 0.2201098300191635, 0.20117296711390076, 0.9224988963025031, 0.8526661531017207, 0.7748834322529488]"
511,Node_511,"[0.3927351142242276, 0.5043807042987668, 0.4643317447951528, 0.25339810755937264, 0.505028046148767, 0.030496547852754463, 0.13181037349745917, 0.8865895961689464]"
512,Node_512,"[0.7516797670314233, 0.42286840905908707, 0.5171503622838772, 0.36999888595997743, 0.7407798671606725, 0.7841871792320796, 0.7632851902031591, 0.7226117248344496]"
513,Node_513,"[0.20450433869279583, 0.3379699792404788, 0.4698454349836749, 0.3307929914276556, 0.754940200158329, 0.3293535242499547, 0.13823208678533716, 0.3990404520483041]"
514,Node_514,"[0.9799144327823803, 0.2258814129335759, 0.6121586589432291, 0.4329730498397063, 0.07102456764932663, 0.4878766059980595, 0.7021643286483125, 0.5132199758278188]"
515,Node_515,"[0.8721060637465811, 0.28893701665758265, 0.08624917130396492, 0.9365656116580061, 0.378196349528219, 0.5764055514536334, 0.792003126130196, 0.3243136638755806]"
516,Node_516,"[0.7161645381776112, 0.13541884981782804, 0.29129374720550527, 0.1447106361365199, 0.8112305584013578, 0.22264923522678537, 0.7174035554052103, 0.9432983972456526]"
517,Node_517,"[0.527772209068877, 0.5400291922606877, 0.46103356809781204, 0.32589014339364275, 0.4756550309249171, 0.6028075322667594, 0.9859915721706594, 0.9377645593182242]"
518,Node_518,"[0.8621529582931218, 0.8891305357048583, 0.46784918329204295, 0.6574443271774648, 0.8950667229362141, 0.39295076499135306, 0.9617624783454688, 0.415786062069183]"
519,Node_519,"[0.6010826653932156, 0.7098047132723719, 0.9505920130759383, 0.24461627405226605, 0.7461309782386423, 0.5208155861440822, 0.26855714062064107, 0.7766068397963906]"
520,Node_520,"[0.5522222801738466, 0.6609738206496758, 0.322901068577901, 0.481273951827605, 0.6173542509880671, 0.404910814269844, 0.1983725398477013, 0.961640492315304]"
521,Node_521,"[0.5114675400426174, 0.7339203702877005, 0.4110471935560581, 0.35513176402571633, 0.407164298467125, 0.4091966437856498, 0.5441801159419536, 0.5434698699813632]"
522,Node_522,"[0.49715381588287166, 0.1347857849174381, 0.49607547850053113, 0.1691039004206515, 0.12613578629576516, 0.9326457173411677, 0.6049500131477042, 0.6594900581245843]"
523,Node_523,"[0.4017936703333638, 0.9089808919148642, 0.6379304895796655, 0.7691698695235875, 0.36856246902771383, 0.9600118808191255, 0.820461290158315, 0.8539484630145436]"
524,Node_524,"[0.17219426742575428, 0.2709632078712195, 0.28562659968357706, 0.27090922324687117, 0.8554081621042879, 0.03188479520859211, 0.0760999889807743, 0.2739148706299037]"
525,Node_525,"[0.19987297464944365, 0.23185961388284837, 0.7979431892533, 0.5631265938920469, 0.0057706612929679935, 0.42932276570419525, 0.40788492685035893, 0.11394526944454353]"
526,Node_526,"[0.6761417886014571, 0.7020971883794911, 0.7208932190520977, 0.728470945558592, 5.282693229680113e-05, 0.9539208038467222, 0.814208767054663, 0.9039816965892853]"
527,Node_527,"[0.015643295307434135, 0.9338587957857394, 0.8097885286881047, 0.8372191429586986, 0.09328738472196851, 0.7387780289185977, 0.959916689642091, 0.6785473414181606]"
528,Node_528,"[0.5705614046246065, 0.945629677748997, 0.442937121734436, 0.5992935663104787, 0.4763382934943662, 0.9328462213602992, 0.07608472676550726, 0.5011197008253482]"
529,Node_529,"[0.6869524413854383, 0.7919065384222369, 0.5830186474441363, 0.908917744121454, 0.9419914468838717, 0.06431922319358352, 0.40237053954137436, 0.02345902172115444]"
530,Node_530,"[0.3294166573744429, 0.5368682179706021, 0.9107949305099489, 0.8465543224654029, 0.12749972667198572, 0.0930303747408957, 0.589267338756667, 0.5321179724587827]"
531,Node_531,"[0.26637764143002385, 0.8994530845538352, 0.9273664094615535, 0.40261143834016266, 0.8903025571135202, 0.38394889426297263, 0.7368168318297001, 0.47594221754772414]"
532,Node_532,"[0.12258315650718299, 0.9279342012370215, 0.4540965933775366, 0.7344870403224036, 0.36717381443129216, 0.01888087857623466, 0.10053035869183591, 0.4962194794899244]"
533,Node_533,"[0.6899643571263624, 0.33473532657927907, 0.6954884591776503, 0.698635589431956, 0.7039359073278308, 0.4925218540205084, 0.914886150121504, 0.4891965179806156]"
534,Node_534,"[0.4502651934966382, 0.199380819010627, 0.3076550873563365, 0.042334492518303346, 0.6335352936161702, 0.24853574392709288, 0.3041552544854651, 0.7708145216643212]"
535,Node_535,"[0.3272211831614539, 0.24219589201314218, 0.16905774913370575, 0.7748584021819559, 0.12970625799002689, 0.4537537602503535, 0.5069301160771944, 0.6873899126857146]"
536,Node_536,"[0.6332834823329955, 0.8107206729451748, 0.04475143392623815, 0.2964407247793972, 0.28013411877537975, 0.14601690559210823, 0.28917825385644313, 0.3097653141429034]"
537,Node_537,"[0.5218844619274783, 0.6637044789262561, 0.3811005136118141, 0.7194702313133812, 0.33616533857958, 0.29028367731476035, 0.5411880558570243, 0.023716360305790607]"
538,Node_538,"[0.07978912363400037, 0.41796954358652705, 0.9429127113917565, 0.7215117798434236, 0.08812656950055775, 0.8463180127808737, 0.732300770608181, 0.6109465257026532]"
539,Node_539,"[0.8202929606091773, 0.4041098477429571, 0.22150105085385274, 0.5120233891087593, 0.5488417555934738, 0.5383263720099121, 0.5650737914801053, 0.9487049182391808]"
540,Node_540,"[0.9022456230962314, 0.8757170365589394, 0.8014168109086272, 0.9434281072652854, 0.09849464167940325, 0.2651232614457395, 0.4950559456545849, 0.8465344931234052]"
541,Node_541,"[0.5051657115227325, 0.7480347393415887, 0.13895990524891622, 0.2524138129765602, 0.7317760950376724, 0.16473400888772405, 0.35135593465492676, 0.2648662578135714]"
542,Node_542,"[0.3498616942224785, 0.7083240490779703, 0.367847181142801, 0.5552633226079402, 0.09993187705440965, 0.8050176932346278, 0.36988862564812486, 0.6485341590333424]"
543,Node_543,"[0.7253896016618326, 0.2096609221117004, 0.88467498495335, 0.6162242516069529, 0.42872514175148146, 0.18233518357821954, 0.9423009379012067, 0.7550682041316251]"
544,Node_544,"[0.20802456273324887, 0.3377107747242245, 0.8096742580880733, 0.695677663215339, 0.7657842927157243, 0.4412011022129324, 0.7164762626421669, 0.3864937228639137]"
545,Node_545,"[0.21126291693819643, 0.63267703484136, 0.9760139255987942, 0.3106009713953296, 0.46096959221253964, 0.6740013710698536, 0.5415062821224879, 0.8434277957090492]"
546,Node_546,"[0.7617427064695159, 0.05829720386235704, 0.998421233923774, 0.7524024537194672, 0.8639033162941132, 0.6511977120953464, 0.8562851280467623, 0.11238297492870941]"
547,Node_547,"[0.3477378355593156, 0.8764209436044927, 0.20165521126689223, 0.07824209858002273, 0.788118939945219, 0.8354861556432962, 0.1626522181899006, 0.8543459827827155]"
548,Node_548,"[0.6867677955971696, 0.5200826832165839, 0.830250192781385, 0.4192492493189658, 0.1939939562233972, 0.28485267661061364, 0.5051640182933148, 0.5313307926731757]"
549,Node_549,"[0.8055808264412336, 0.7913527236523344, 0.5813665572045749, 0.7807854833654764, 0.19177345829367098, 0.05006452709329434, 0.8736338226347001, 0.07555449376276957]"
550,Node_550,"[0.2466884297439973, 0.6953189496243846, 0.40944793762730913, 0.8763139699155088, 0.29797979466226954, 0.011871346669359295, 0.3006556405607441, 0.5780750491848317]"
551,Node_551,"[0.37593837540329333, 0.5348727557587553, 0.8765981188350187, 0.9124850542303685, 0.2659740646541121, 0.4621404732699007, 0.5491440152414512, 0.9491124568882471]"
552,Node_552,"[0.9986173191643847, 0.23540724884152664, 0.7269798713458154, 0.37803106223319516, 0.008108196886213226, 0.009252522435902355, 0.46056600756225574, 0.4883349130043346]"
553,Node_553,"[0.022569696573442655, 0.6869274167743025, 0.2940033885949531, 0.5598931015359494, 0.30091907316541877, 0.1671343148693072, 0.4071737385988753, 0.23227336479050076]"
554,Node_554,"[0.5348009769191681, 0.19882853028647995, 0.5084059766446271, 0.15737851486886756, 0.670974709485785, 0.7539376844414241, 0.11039423424993378, 0.4678024120373392]"
555,Node_555,"[0.07087170065487358, 0.5981824455420024, 0.26440429792964537, 0.5276244568387078, 0.5174610093842912, 0.9243543461938004, 0.5490832225687229, 0.5829984797183156]"
556,Node_556,"[0.4016531257643803, 0.9490796031828168, 0.7771859094396096, 0.28540529030284156, 0.8442095857762321, 0.43239636018509, 0.8286671435335939, 0.822888068293502]"
557,Node_557,"[0.1888701867628544, 0.7011411313835769, 0.2906429693065311, 0.2974926699926682, 0.29634807688058074, 0.7255682475599482, 0.22982604179253607, 0.0009058352460902253]"
558,Node_558,"[0.7152368534826331, 0.17118474383512527, 0.10448239530783465, 0.23751612059406013, 0.379900522322704, 0.4759063274732007, 0.04457004071263082, 0.9705733326273605]"
559,Node_559,"[0.7160630534195581, 0.32319406532433614, 0.31869725728539733, 0.4485425493684594, 0.626244822763033, 0.14637306658896776, 0.18892981376495233, 0.8594345828335509]"
560,Node_560,"[0.25625492388907256, 0.38019499797517753, 0.871271850950117, 0.6631478293998225, 0.34171187934168834, 0.6836995457246208, 0.01968321538141371, 0.7356426600113652]"
561,Node_561,"[0.4870160405162395, 0.8131821472844613, 0.9546376520064683, 0.9257885494945683, 0.9092650434553408, 0.5121699559338871, 0.36014211413893804, 0.46503532473067277]"
562,Node_562,"[0.6898960033133608, 0.8839977768711867, 0.20698630300011955, 0.918193158461703, 0.8151802319698891, 0.9788560151782346, 0.8802517732816871, 0.27993732969190666]"
563,Node_563,"[0.10595591134404769, 0.11224107199158861, 0.2912233185782761, 0.6141837239845392, 0.8043203260971725, 0.8992503069815647, 0.6237533843692328, 0.0056313127480537295]"
564,Node_564,"[0.1863167765185335, 0.09972620385336795, 0.36332447556901004, 0.5013509936337459, 0.04339717857856085, 0.3484779757956553, 0.17917967462532258, 0.6470701662588739]"
565,Node_565,"[0.46427236932434, 0.4953176469339088, 0.4276917880334611, 0.956019710486567, 0.21473512512156323, 0.5166642598438743, 0.7360173683653359, 0.5568444131345626]"
566,Node_566,"[0.9290208857168011, 0.37796835564128417, 0.463675805773178, 0.08852231521472842, 0.6089991110519285, 0.28821196844810604, 0.16030903951556885, 0.5445312929045081]"
567,Node_567,"[0.5323102633799106, 0.07587164122404755, 0.6982154534944728, 0.6237721906508529, 0.1890172827464972, 0.46943486215404384, 0.72032291647856, 0.5294357405412765]"
568,Node_568,"[0.3954890761835702, 0.32233845808094364, 0.6103938666440536, 0.9391086983102406, 0.6717448404774834, 0.0747459036363155, 0.4606849734821338, 0.8908241315106276]"
569,Node_569,"[0.09446242580108688, 0.9888757121375433, 0.9490693936454213, 0.07827448072987586, 0.9334133204495549, 0.3631325902594622, 0.8447091670758625, 0.4183833377132715]"
570,Node_570,"[0.44085511270251587, 0.6342430909775426, 0.7744774192759833, 0.033789150948248636, 0.5931559955271343, 0.18673299409737099, 0.34594951786320294, 0.3479686661552165]"
571,Node_571,"[0.4690603402211536, 0.3341364118761734, 0.10736111845066776, 0.14562873852545144, 0.03343798556109767, 0.4702490853287543, 0.9544476948529885, 0.11567522364811655]"
572,Node_572,"[0.946264493003082, 0.7333615147320935, 0.6374988029341632, 0.6452777553235629, 0.8267276483962821, 0.10691986437982137, 0.5047543235655417, 0.6970911382607585]"
573,Node_573,"[0.5868204450735637, 0.8327790710232946, 0.07227170901135149, 0.690701039499166, 0.5340277303847177, 0.3791608639799434, 0.34027498223403085, 0.6208326327741929]"
574,Node_574,"[0.8909953746442648, 0.49617592610111527, 0.8247231640769201, 0.4021563818439675, 0.10239446279317654, 0.06150573645863855, 0.051334371323677574, 0.38015014195766994]"
575,Node_575,"[0.33723775083584207, 0.7179370236225695, 0.7428215015848658, 0.05085396883373983, 0.22112326288901496, 0.2742618501588997, 0.5476119841428094, 0.14451522390695026]"
576,Node_576,"[0.13394121940000037, 0.943788889207958, 0.804202907297781, 0.1806549020911703, 0.40656780790549096, 0.35562199925756555, 0.7910040740654073, 0.5102129164781221]"
577,Node_577,"[0.12784973699346702, 0.7389920631562439, 0.39688797822491895, 0.26292424763214706, 0.37549862202072015, 0.49775656360689635, 0.34311551641700944, 0.24190577259175783]"
578,Node_578,"[0.39850202880398033, 0.019172910749898242, 0.7724978460963139, 0.1709448935675858, 0.043904613630637246, 0.6536986929050792, 0.7739361288236722, 0.8138291315928432]"
579,Node_579,"[0.49350918266059995, 0.2053681846899853, 0.7372276772498267, 0.6997130771543372, 0.24627073410317324, 0.903407755862793, 0.104371458082829, 0.9826882395913257]"
580,Node_580,"[0.8602478109774646, 0.6878986454790752, 0.9387498882798329, 0.7223111683237078, 0.19045699703004593, 0.44215613811281174, 0.07150302433163536, 0.3896574222881154]"
581,Node_581,"[0.7416030197372087, 0.3864433509308174, 0.3302941754681341, 0.5953557225103119, 0.872204528998895, 0.04758319254611243, 0.3854704346997354, 0.1582407418152627]"
582,Node_582,"[0.6953542507318696, 0.10572456043113487, 0.6648077585802445, 0.2861808707979073, 0.1989168137372247, 0.9363525578249854, 0.018524576745955867, 0.43777727188956894]"
583,Node_583,"[0.02162699246179378, 0.483593048104329, 0.5010473777944182, 0.321662471394747, 0.13216177752502367, 0.3763875377344753, 0.672262939932566, 0.7823958086444591]"
584,Node_584,"[0.5307506023881423, 0.5898343944397556, 0.2006163711246527, 0.28733033322764945, 0.16189561005235842, 0.24929535000461134, 0.22488678022553177, 0.5194487863912376]"
585,Node_585,"[0.5626887557907294, 0.9449474208215045, 0.19557064710152305, 0.6416757101614959, 0.8172592689875229, 0.5602414637830525, 0.2550036525010757, 0.2625502300200002]"
586,Node_586,"[0.03925305307099991, 0.3054442265484817, 0.7446036790033801, 0.04751775720711038, 0.21929528250483066, 0.7062324985317819, 0.7826515628228766, 0.4553184100619284]"
587,Node_587,"[0.6980743384786489, 0.387952168654892, 0.15991324502412751, 0.3981494935229065, 0.5799678202031429, 0.9480532818528903, 0.06875095208867732, 0.5073940938449606]"
588,Node_588,"[0.3289197782107244, 0.5083116942766945, 0.023975447376531678, 0.3130253547015813, 0.819868147527005, 0.5539417338546375, 0.4505824928161174, 0.2855250717153396]"
589,Node_589,"[0.2980425227913559, 0.38310143359058446, 0.8355707099645604, 0.9672132068082684, 0.4386553813503745, 0.39335283874776183, 0.8465507758198628, 0.4269053206363036]"
590,Node_590,"[0.5520181722956512, 0.23094166459874443, 0.7435025357790752, 0.5319883182707819, 0.8090345502403417, 0.7807327300286697, 0.21500476827002857, 0.7156355505577624]"
591,Node_591,"[0.8000544079513714, 0.3461072407823951, 0.17260911290227454, 0.00263215557958818, 0.45090365309314817, 0.3524327315388416, 0.5549098338254089, 0.18804109258878576]"
592,Node_592,"[0.8596655476664752, 0.25775521562810966, 0.22642960508764998, 0.48071405648435594, 0.49885102374427426, 0.21508522878509284, 0.27186072672591577, 0.16970523915524494]"
593,Node_593,"[0.7184601783231668, 0.7700890312540819, 0.4623284974592826, 0.7140870226850174, 0.7359353919374455, 0.1382755276778086, 0.9661780248345367, 0.821031947096431]"
594,Node_594,"[0.2044834611958235, 0.18616503574607024, 0.12566114557958274, 0.13837856254191838, 0.7481617990286962, 0.46965425695162355, 0.7829341727398672, 0.7462548943502054]"
595,Node_595,"[0.6046127135052216, 0.6863666065786795, 0.01835572437914179, 0.31177764680502196, 0.6378221792594102, 0.0093449534862442, 0.03297694368259341, 0.8518879824703832]"
596,Node_596,"[0.6840248616920718, 0.26536973312034395, 0.687962840118709, 0.7924566691392633, 0.30679428311010126, 0.03603737749918745, 0.9327791246877345, 0.3451798382956305]"
597,Node_597,"[0.10648176328470638, 0.4918568713931474, 0.7684677956641338, 0.22164731461755915, 0.26949005013336336, 0.24271498679858317, 0.9916730528316782, 0.19740373373054254]"
598,Node_598,"[0.575520216966124, 0.9252646416569643, 0.14689656887777924, 0.9708541978677002, 0.9474772343956246, 0.8845719870582626, 0.21455652133000225, 0.6340550560109833]"
599,Node_599,"[0.7608914729612402, 0.9860279281964297, 0.18042382208137042, 0.7660258995192964, 0.33880116992711296, 0.17562646556800232, 0.42137694121385494, 0.7938359121486164]"
600,Node_600,"[0.46484980370405216, 0.5375231002030485, 0.9951594102001212, 0.399109299557426, 0.6154007547092398, 0.36524420161537186, 0.39278564632870494, 0.6956407534454081]"
601,Node_601,"[0.9378869760948835, 0.5423589504923214, 0.7683999289487798, 0.08920655881696382, 0.21115803743192696, 0.5021316409195324, 0.02001172362877479, 0.2528549787625588]"
602,Node_602,"[0.5174012898249661, 0.014961198256300712, 0.2645462862260417, 0.5140308194758695, 0.5731492479812457, 0.9257516930553055, 0.6453456232506078, 0.41473580252999376]"
603,Node_603,"[0.9303511771330678, 0.7848829833877943, 0.2000089211127476, 0.13084236134881977, 0.675811635742733, 0.5598831655769838, 0.7896736137927557, 0.7388050500786865]"
604,Node_604,"[0.625211533857515, 0.9863821716288922, 0.5335897301104087, 0.11310575650171983, 0.8282735648159884, 0.251853362345709, 0.7773021481439183, 0.9571070960000514]"
605,Node_605,"[0.6967955139643413, 0.5960301609498011, 0.4603861756750406, 0.36440986599540326, 0.35300475097183626, 0.6363727057095906, 0.7512731169377459, 0.6785170694844144]"
606,Node_606,"[0.19841010119356273, 0.4939871801434912, 0.791640072183063, 0.47570407818905625, 0.5366232797354938, 0.7711360481708222, 0.6612653062650915, 0.4093449208823926]"
607,Node_607,"[0.895412711194219, 0.1625670686634786, 0.9955164485903247, 0.1188525784762372, 0.014949971104238902, 0.8900189011487647, 0.24495350836595609, 0.7296996274467209]"
608,Node_608,"[0.8110153749320693, 0.8589863910321168, 0.9915942356641667, 0.29403971003999907, 0.7102433419272591, 0.11539985828082822, 0.4068092913568494, 0.8479716933125904]"
609,Node_609,"[0.36765804605910835, 0.5910953805356141, 0.5037734437246341, 0.6459515311120451, 0.9728943893876949, 0.05573552650140212, 0.5739615175016297, 0.8630287792502848]"
610,Node_610,"[0.4813827117484275, 0.07852718594157282, 0.5605393524167709, 0.33207389082382044, 0.1549417853379359, 0.849034513283473, 0.5215995129911216, 0.9332764123790667]"
611,Node_611,"[0.8060165046030691, 0.6929717937736674, 0.005025503365311934, 0.42782345663824994, 0.1974862816520323, 0.9107979110488678, 0.17458398467636027, 0.2860600516592855]"
612,Node_612,"[0.5168367677344992, 0.26336361899807925, 0.20986467727912117, 0.5990993251027524, 0.08892952275502386, 0.05816775872092472, 0.3722452951860714, 0.7206644545078623]"
613,Node_613,"[0.554806758273948, 0.42287646846677884, 0.5657515642245824, 0.3654514846532736, 0.9361463354321129, 0.05490489091077433, 0.6733914790298352, 0.8912826648277505]"
614,Node_614,"[0.8038847087352534, 0.18404103482144674, 0.29592634898028836, 0.7170479387071047, 0.08427055918076554, 0.811861699832584, 0.7189069446047903, 0.7296066492353426]"
615,Node_615,"[0.10024137026759139, 0.7177605448162309, 0.67981812521997, 0.8309224908218505, 0.0415959562564695, 0.023110668467792195, 0.37300709987856073, 0.14878828384915288]"
616,Node_616,"[0.5583844775702219, 0.9173489015067489, 0.39147973033401573, 0.8449503772726041, 0.00024087451786647396, 0.1685146434591842, 0.03042353965408562, 0.32814718051506864]"
617,Node_617,"[0.9081895956965028, 0.09695212359898775, 0.6064097767438004, 0.4514959391194442, 0.9384682123658125, 0.12251914253709384, 0.21202785050222894, 0.029541968611493274]"
618,Node_618,"[0.43393524963137375, 0.2778328995646543, 0.8699059338903209, 0.6049408131977551, 0.6140907379757017, 0.5319106968813024, 0.091850337229201, 0.44501868372535525]"
619,Node_619,"[0.9995051897085165, 0.8352292908460148, 0.8934590541671159, 0.8232263592464995, 0.10304169343098268, 0.22744825406479963, 0.003121651356409627, 0.30351012487811146]"
620,Node_620,"[0.10860740234649258, 0.472793345301583, 0.6771274885739019, 0.8745052950380771, 0.7492171650908982, 0.9385855957785052, 0.053898290393788795, 0.01217983541654144]"
621,Node_621,"[0.6613381138362127, 0.2893524102222462, 0.25350101610577314, 0.33088708769379427, 0.26979605789236416, 0.5114364063015873, 0.4401484472241325, 0.5124285513766563]"
622,Node_622,"[0.6727136115004362, 0.3871305089711483, 0.2513076871421568, 0.16620053680874547, 0.3494741195326255, 0.741806475246172, 0.7567049101114696, 0.6669053866842103]"
623,Node_623,"[0.2340281753068746, 0.5880862458546977, 0.570689661576848, 0.4842661981097255, 0.5499789863838642, 0.49179063262366807, 0.5654563660741082, 0.7155059546211288]"
